id,uuid_a,gene_name_a,ncbi_id_b,uuid_b,gene_name_b,protein_name_b,alt_id_b,detection_method,pmid,analytic_throughput,source,curater_comments,meeting_imex_criteria,high_stringency_interactor
130,Q8CGY8,OGT,Mus musculus (Mouse),Q3UNW5,Tfcp2l1,Transcription factor CP2-like protein 1,refseq:NP_076244,affinity chromatography technology,20362541,High throughput,BioGRID,,,
131,Q8CGY8,OGT,Mus musculus (Mouse),Q61539,Esrrb,Steroid hormone receptor ERR2,refseq:NP_001152972|refseq:NP_036064,affinity chromatography technology,20362541,High throughput,BioGRID,,,
132,O15294,OGT,Homo sapiens (Human),P63172,DYNLT1,Dynein light chain Tctex-type 1,refseq:NP_006510,affinity chromatography technology,26638075,High throughput,BioGRID,,,
133,O15294,OGT,Homo sapiens (Human),P37198,NUP62,Nuclear pore glycoprotein p62,refseq:NP_001180286|refseq:NP_036478|refseq:NP_057637|refseq:NP_714940|refseq:NP_714941,affinity chromatography technology,21516116,High throughput,BioGRID,,,
134,O15294,OGT,Homo sapiens (Human),P00568,AK1,Adenylate kinase isoenzyme 1,refseq:NP_000467|refseq:NP_001305050|refseq:XP_016869916|refseq:XP_016869917,affinity chromatography technology,26496610,High throughput,BioGRID,,,
135,O15294,OGT,Homo sapiens (Human),P33176,KIF5B,Kinesin-1 heavy chain,refseq:NP_004512,affinity chromatography technology,26496610,High throughput,BioGRID,,,
136,O15294,OGT,Homo sapiens (Human),Q7Z6Z7,HUWE1,E3 ubiquitin-protein ligase HUWE1,refseq:NP_113584|refseq:XP_005262022,affinity chromatography technology,26496610,High throughput,BioGRID,,,
137,O15294,OGT,Homo sapiens (Human),Q9BY42,RTF2,Replication termination factor 2,refseq:NP_001269964|refseq:NP_001269965|refseq:NP_001269966|refseq:NP_057491,affinity chromatography technology,26496610,High throughput,BioGRID,,,
138,O15294,OGT,Mus musculus (Mouse),P11688,Itga5,Integrin alpha-5,refseq:NP_034707,affinity chromatography technology,26496610,High throughput,BioGRID,,,
139,Q8CGY8,OGT,Homo sapiens (Human),O15294,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,refseq:NP_858058|refseq:NP_858059|refseq:XP_016885396|refseq:XP_016885397,affinity chromatography technology,26496610,High throughput,BioGRID,,,
140,O15294,OGT,Mus musculus (Mouse),P25206,Mcm3,DNA replication licensing factor MCM3,refseq:NP_032589,affinity chromatography technology,26496610,High throughput,BioGRID,,,
141,O15294,OGT,Mus musculus (Mouse),Q07797,Lgals3bp,Galectin-3-binding protein,refseq:NP_035280,affinity chromatography technology,26496610,High throughput,BioGRID,,,
142,Q8CGY8,OGT,Mus musculus (Mouse),P20263,Pou5f1,"POU domain, class 5, transcription factor 1",refseq:NP_038661,affinity chromatography technology,20362542,Low throughput,BioGRID,,,
143,O15294,OGT,Mus musculus (Mouse),Q9D1P2,Kat8,Histone acetyltransferase KAT8,refseq:NP_080646,affinity chromatography technology,26496610,High throughput,BioGRID,,,
144,O15294,OGT,Mus musculus (Mouse),Q9CWW7,Cxxc1,CXXC-type zinc finger protein 1,refseq:NP_083144,affinity chromatography technology,26496610,High throughput,BioGRID,,,
145,Q8CGY8,OGT,Mus musculus (Mouse),Q62418,Dbnl,Drebrin-like protein,refseq:NP_001139780|refseq:NP_001139781|refseq:NP_038838,affinity chromatography technology,32325033,High throughput,BioGRID,,,
146,O15294,OGT,Mus musculus (Mouse),Q9ERR1,Ndel1,Nuclear distribution protein nudE-like 1,refseq:NP_076157,affinity chromatography technology,26496610,High throughput,BioGRID,,,
147,O15294,OGT,Mus musculus (Mouse),Q8BH65,Dennd6a,Protein DENND6A,refseq:NP_001127937|refseq:NP_001272395|refseq:NP_001272396|refseq:NP_666081|refseq:XP_006518841|refseq:XP_006518842,affinity chromatography technology,26496610,High throughput,BioGRID,,,
148,O15294,OGT,Homo sapiens (Human),Q06330,RBPJ,Recombining binding protein suppressor of hairless,refseq:NP_005340|refseq:NP_056958|refseq:NP_976028|refseq:NP_976029|refseq:XP_005248218|refseq:XP_011512142|refseq:XP_016863661|refseq:XP_016863662|refseq:XP_016863663|refseq:XP_016863664,affinity chromatography technology,25609649,High throughput,BioGRID,,,
149,O15294,OGT,Homo sapiens (Human),P15884,TCF4,Transcription factor 4,refseq:NP_001077431|refseq:NP_001230155|refseq:NP_001230156|refseq:NP_001230157|refseq:NP_001230159|refseq:NP_001230160|refseq:NP_001230161|refseq:NP_001230162|refseq:NP_001230163|refseq:NP_001230164|refseq:NP_001230165|refseq:NP_001293136|refseq:NP_001293137|refseq:NP_001335140|refseq:NP_001335141|refseq:NP_001335142|refseq:NP_001335143|refseq:NP_001335144|refseq:NP_001335145|refseq:NP_001335146|refseq:NP_001335147|refseq:NP_001335148|refseq:NP_001335149|refseq:NP_003190|refseq:XP_005266796|refseq:XP_006722599|refseq:XP_006722600|refseq:XP_016881425|refseq:XP_016881429|refseq:XP_016881430|refseq:XP_016881435|refseq:XP_016881445,affinity chromatography technology,25609649,High throughput,BioGRID,,,
150,O15294,OGT,Homo sapiens (Human),Q8IXJ9,ASXL1,Polycomb group protein ASXL1,refseq:NP_056153,affinity chromatography technology,26416890,Low throughput,BioGRID,,,
151,O15294,OGT,Homo sapiens (Human),Q76L83,ASXL2,Putative Polycomb group protein ASXL2,refseq:NP_060733,affinity chromatography technology,26416890,Low throughput,BioGRID,,,
152,O15294,OGT,Homo sapiens (Human),Q92560,BAP1,Ubiquitin carboxyl-terminal hydrolase BAP1,refseq:NP_004647,affinity chromatography technology,26416890,Low throughput,BioGRID,,,
153,O15294,OGT,Homo sapiens (Human),Q8IZD2,KMT2E,Inactive histone-lysine N-methyltransferase 2E,refseq:NP_061152|refseq:NP_891847|refseq:XP_005250550|refseq:XP_011514702,affinity chromatography technology,26678539,Low throughput,BioGRID,,,
154,O15294,OGT,Homo sapiens (Human),Q93009,USP7,Ubiquitin carboxyl-terminal hydrolase 7,refseq:NP_001273386|refseq:NP_001308787|refseq:NP_003461,affinity chromatography technology,26678539,Low throughput,BioGRID,,,
155,O15294,OGT,Homo sapiens (Human),Q13887,KLF5,Krueppel-like factor 5,refseq:NP_001273747|refseq:NP_001721,pull down,26419610,Low throughput,BioGRID,,,
156,O15294,OGT,Homo sapiens (Human),Q5TC82,RC3H1,Roquin-1,refseq:NP_001287779|refseq:NP_001287780|refseq:NP_001287781|refseq:NP_742068,affinity chromatography technology,26170170,High throughput,BioGRID,,,
157,O15294,OGT,Homo sapiens (Human),Q9UPP1,PHF8,Histone lysine demethylase PHF8,refseq:NP_001171825|refseq:NP_001171826|refseq:NP_055922|refseq:XP_016884851,affinity chromatography technology,27183383,Low throughput,BioGRID,,,
158,Q8CGY8,OGT,Mus musculus (Mouse),P62259,Ywhae,14-3-3 protein epsilon,refseq:NP_033562,affinity chromatography technology,16944949,High throughput,BioGRID,,,
159,O15294,OGT,Homo sapiens (Human),Q8NB78,KDM1B,Lysine-specific histone demethylase 1B,refseq:NP_694587|refseq:XP_005248983,affinity chromatography technology,25773598,Low throughput,BioGRID,,,
160,O15294,OGT,Homo sapiens (Human),O60296,TRAK2,Trafficking kinesin-binding protein 2,refseq:NP_055864|refseq:XP_011509992,two hybrid,28514442,High throughput,BioGRID,,,
161,O15294,OGT,Homo sapiens (Human),O43889,CREB3,Cyclic AMP-responsive element-binding protein 3,refseq:NP_006359,affinity chromatography technology,28514442,High throughput,BioGRID,,,
162,O15294,OGT,Homo sapiens (Human),Q96EK4,THAP11,THAP domain-containing protein 11,refseq:NP_065190,affinity chromatography technology,28514442,High throughput,BioGRID,,,
163,O15294,OGT,Homo sapiens (Human),O95865,DDAH2,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",refseq:NP_001289936|refseq:NP_001289937|refseq:NP_039268|refseq:XP_011512750,affinity chromatography technology,28514442,High throughput,BioGRID,,,
164,O15294,OGT,Homo sapiens (Human),Q8N365,CIART,Circadian-associated transcriptional repressor,refseq:NP_001287767|refseq:NP_001287769|refseq:NP_001287770|refseq:NP_653298,affinity chromatography technology,28514442,High throughput,BioGRID,,,
165,O15294,OGT,Homo sapiens (Human),Q9NWW0,HCFC1R1,Host cell factor C1 regulator 1,refseq:NP_001002017|refseq:NP_001002018|refseq:NP_001275594|refseq:NP_001275595|refseq:NP_001275596|refseq:NP_001275597|refseq:NP_060355,pull down,28514442,High throughput,BioGRID,,,
166,O15294,OGT,Homo sapiens (Human),Q9Y5Z7,HCFC2,Host cell factor 2,refseq:NP_037452,pull down,28514442,High throughput,BioGRID,,,
167,O15294,OGT,Homo sapiens (Human),Q9H0W7,THAP2,THAP domain-containing protein 2,refseq:NP_113623,affinity chromatography technology,28514442,High throughput,BioGRID,,,
168,O15294,OGT,Homo sapiens (Human),Q13557,CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit delta,refseq:NP_001212|refseq:NP_001308495|refseq:NP_001308502|refseq:NP_001308509|refseq:NP_001308518|refseq:NP_742112|refseq:NP_742113|refseq:NP_742125|refseq:NP_742126|refseq:NP_742127|refseq:XP_011530591|refseq:XP_011530593,affinity chromatography technology,28514442,High throughput,BioGRID,,,
169,O15294,OGT,Homo sapiens (Human),P0CG48,UBC,Polyubiquitin-C,refseq:NP_066289,affinity chromatography technology,28190767,High throughput,BioGRID,,,
170,O15294,OGT,Homo sapiens (Human),Q13432,UNC119,Protein unc-119 homolog A,refseq:NP_001317095|refseq:NP_005139|refseq:NP_473376,affinity chromatography technology,27173435,High throughput,BioGRID,,,
171,O15294,OGT,Homo sapiens (Human),Q7Z494,NPHP3,Nephrocystin-3,refseq:NP_694972,affinity chromatography technology,27173435,High throughput,BioGRID,,,
172,O15294,OGT,Homo sapiens (Human),Q9NQC7,CYLD,Ubiquitin carboxyl-terminal hydrolase CYLD,refseq:NP_001035814|refseq:NP_001035877|refseq:NP_056062|refseq:XP_005255869|refseq:XP_006721212|refseq:XP_011521209|refseq:XP_016878466|refseq:XP_016878467|refseq:XP_016878468|refseq:XP_016878469,affinity chromatography technology,27591049,High throughput,BioGRID,,,
173,O15294,OGT,Homo sapiens (Human),Q14258,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,refseq:NP_005073,affinity chromatography technology,29117863,High throughput,BioGRID,,,
174,O15294,OGT,Homo sapiens (Human),P38398,BRCA1,Breast cancer type 1 susceptibility protein,refseq:NP_009225|refseq:NP_009228|refseq:NP_009229|refseq:NP_009230|refseq:NP_009231,affinity chromatography technology,26831064,High throughput,BioGRID,,,
175,O15294,OGT,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Q12140,BSC1,Bypass of stop codon protein 1,refseq:NP_010247,affinity chromatography technology,27107014,High throughput,BioGRID,,,
176,O15294,OGT,Homo sapiens (Human),P14866,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,refseq:NP_001005335|refseq:NP_001524|refseq:XP_011525191,affinity chromatography technology,28611215,High throughput,BioGRID,,,
177,O15294,OGT,Homo sapiens (Human),P54198,HIRA,Protein HIRA,refseq:NP_003316,affinity chromatography technology,27217568,Low throughput,BioGRID,,,
178,O15294,OGT,Homo sapiens (Human),Q9NPG3,UBN1,Ubinuclein-1,refseq:NP_001072982|refseq:NP_001275585|refseq:XP_016878678,affinity chromatography technology,27217568,Low throughput,BioGRID,,,
179,O15294,OGT,Homo sapiens (Human),Q8IXJ9,ASXL1,Polycomb group protein ASXL1,refseq:NP_056153,affinity chromatography technology,27705803,High throughput,BioGRID,,,
180,O15294,OGT,Homo sapiens (Human),Q76L83,ASXL2,Putative Polycomb group protein ASXL2,refseq:NP_060733,affinity chromatography technology,27705803,High throughput,BioGRID,,,
181,O15294,OGT,Homo sapiens (Human),Q92560,BAP1,Ubiquitin carboxyl-terminal hydrolase BAP1,refseq:NP_004647,affinity chromatography technology,27705803,High throughput,BioGRID,,,
182,O15294,OGT,Homo sapiens (Human),Q04917,YWHAH,14-3-3 protein eta,refseq:NP_003396,affinity chromatography technology,27705803,High throughput,BioGRID,,,
183,O15294,OGT,Homo sapiens (Human),Q9UBL3,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,refseq:NP_001098684|refseq:NP_001248761|refseq:NP_004665,affinity chromatography technology,27705803,High throughput,BioGRID,,,
184,O15294,OGT,Homo sapiens (Human),Q86X55,CARM1,Histone-arginine methyltransferase CARM1,refseq:NP_954592|refseq:XP_005259765,affinity chromatography technology,27705803,High throughput,BioGRID,,,
185,O15294,OGT,Homo sapiens (Human),Q9P0U4,CXXC1,CXXC-type zinc finger protein 1,refseq:NP_001095124|refseq:NP_055408|refseq:XP_011524242|refseq:XP_016881207,affinity chromatography technology,27705803,High throughput,BioGRID,,,
186,O15294,OGT,Homo sapiens (Human),P01040,CSTA,Cystatin-A,refseq:NP_005204,affinity chromatography technology,27705803,High throughput,BioGRID,,,
187,O15294,OGT,Homo sapiens (Human),Q9BTC0,DIDO1,Death-inducer obliterator 1,refseq:NP_001180298|refseq:NP_001180299|refseq:NP_071388|refseq:NP_149072|refseq:NP_542986|refseq:NP_542987|refseq:XP_011526811,affinity chromatography technology,27705803,High throughput,BioGRID,,,
188,O15294,OGT,Homo sapiens (Human),Q9P035,HACD3,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,refseq:NP_057479,affinity chromatography technology,27705803,High throughput,BioGRID,,,
189,O15294,OGT,Homo sapiens (Human),P51610,HCFC1,Host cell factor 1,refseq:NP_005325|refseq:XP_006724879,affinity chromatography technology,27705803,High throughput,BioGRID,,,
190,O15294,OGT,Homo sapiens (Human),Q7Z3B3,KANSL1,KAT8 regulatory NSL complex subunit 1,refseq:NP_001180394|refseq:NP_001180395|refseq:NP_056258|refseq:XP_006721886|refseq:XP_006721887,affinity chromatography technology,27705803,High throughput,BioGRID,,,
191,O15294,OGT,Homo sapiens (Human),Q9H9L4,KANSL2,KAT8 regulatory NSL complex subunit 2,refseq:NP_060292,affinity chromatography technology,27705803,High throughput,BioGRID,,,
192,O15294,OGT,Homo sapiens (Human),Q9P2N6,KANSL3,KAT8 regulatory NSL complex subunit 3,refseq:NP_001108488|refseq:XP_005264041,affinity chromatography technology,27705803,High throughput,BioGRID,,,
193,O15294,OGT,Homo sapiens (Human),Q96EZ8,MCRS1,Microspherule protein 1,refseq:NP_001012300|refseq:NP_001265270|refseq:NP_006328|refseq:XP_005268629|refseq:XP_016874178|refseq:XP_016874179,affinity chromatography technology,27705803,High throughput,BioGRID,,,
194,O15294,OGT,Homo sapiens (Human),Q03164,KMT2A,Histone-lysine N-methyltransferase 2A,refseq:NP_001184033|refseq:NP_005924,affinity chromatography technology,27705803,High throughput,BioGRID,,,
195,O15294,OGT,Homo sapiens (Human),O60502,OGA,Protein O-GlcNAcase,refseq:NP_001135906|refseq:NP_036347,affinity chromatography technology,27705803,High throughput,BioGRID,,,
196,O15294,OGT,Homo sapiens (Human),Q8WXF1,PSPC1,Paraspeckle component 1,refseq:NP_001035879|refseq:XP_006719907|refseq:XP_016876139,affinity chromatography technology,27705803,High throughput,BioGRID,,,
197,O15294,OGT,Homo sapiens (Human),Q15291,RBBP5,Retinoblastoma-binding protein 5,refseq:NP_001180201|refseq:NP_001180202|refseq:NP_005048,affinity chromatography technology,27705803,High throughput,BioGRID,,,
198,O15294,OGT,Homo sapiens (Human),Q9HBD1,RC3H2,Roquin-2,refseq:NP_001094058|refseq:NP_061323,affinity chromatography technology,27705803,High throughput,BioGRID,,,
199,O15294,OGT,Homo sapiens (Human),O15047,SETD1A,Histone-lysine N-methyltransferase SETD1A,refseq:NP_055527|refseq:XP_005255780|refseq:XP_006721169|refseq:XP_016879398,affinity chromatography technology,27705803,High throughput,BioGRID,,,
200,O15294,OGT,Homo sapiens (Human),A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,refseq:NP_056110,affinity chromatography technology,27705803,High throughput,BioGRID,,,
201,O15294,OGT,Homo sapiens (Human),Q9P0W8,SPATA7,Spermatogenesis-associated protein 7,refseq:NP_001035518|refseq:NP_060888,affinity chromatography technology,27705803,High throughput,BioGRID,,,
202,O15294,OGT,Homo sapiens (Human),P51571,SSR4,Translocon-associated protein subunit delta,refseq:NP_001191455|refseq:NP_006271|refseq:XP_011529488|refseq:XP_011529489,two hybrid,27705803,High throughput,BioGRID,,,
203,O15294,OGT,Homo sapiens (Human),Q9BQE3,TUBA1C,Tubulin alpha-1C chain,refseq:NP_116093,affinity chromatography technology,27705803,High throughput,BioGRID,,,
204,O15294,OGT,Homo sapiens (Human),P78371,CCT2,T-complex protein 1 subunit beta,refseq:NP_001185771|refseq:NP_006422,affinity chromatography technology,27705803,High throughput,BioGRID,,,
205,O15294,OGT,Homo sapiens (Human),P48643,CCT5,T-complex protein 1 subunit epsilon,refseq:NP_001293084|refseq:NP_036205,affinity chromatography technology,27705803,High throughput,BioGRID,,,
206,O15294,OGT,Homo sapiens (Human),P49368,CCT3,T-complex protein 1 subunit gamma,refseq:NP_001008800|refseq:NP_005989,affinity chromatography technology,27705803,High throughput,BioGRID,,,
207,O15294,OGT,Homo sapiens (Human),Q8NFU7,TET1,Methylcytosine dioxygenase TET1,refseq:NP_085128,affinity chromatography technology,27705803,High throughput,BioGRID,,,
208,O15294,OGT,Homo sapiens (Human),Q9UPV9,TRAK1,Trafficking kinesin-binding protein 1,refseq:NP_001036111|refseq:NP_001252537|refseq:NP_001252539|refseq:NP_055780,affinity chromatography technology,27705803,High throughput,BioGRID,,,
209,O15294,OGT,Homo sapiens (Human),P61964,WDR5,WD repeat-containing protein 5,refseq:NP_060058|refseq:NP_438172|refseq:XP_005272220,affinity chromatography technology,27705803,High throughput,BioGRID,,,
210,Q8CGY8,OGT,Mus musculus (Mouse),Q99MZ3,Mlxipl,Carbohydrate-responsive element-binding protein,refseq:NP_067430,affinity chromatography technology,21471514,Low throughput,BioGRID,,,
211,O15294,OGT,Homo sapiens (Human),P15822,HIVEP1,Zinc finger protein 40,refseq:NP_002105,affinity chromatography technology,27705803,High throughput,BioGRID,,,
212,O15294,OGT,Homo sapiens (Human),P31629,HIVEP2,Transcription factor HIVEP2,refseq:NP_006725|refseq:XP_016866294,bioid,27705803,High throughput,BioGRID,,,
213,O15294,OGT,Homo sapiens (Human),P61964,WDR5,WD repeat-containing protein 5,refseq:NP_060058|refseq:NP_438172|refseq:XP_005272220,bioid,27705803,High throughput,BioGRID,,,
214,O15294,OGT,Homo sapiens (Human),Q9H6Z9,EGLN3,Prolyl hydroxylase EGLN3,refseq:NP_001295032|refseq:NP_071356,affinity chromatography technology,26972000,High throughput,BioGRID,,,
215,O15294,OGT,Homo sapiens (Human),P11142,HSPA8,Heat shock cognate 71 kDa protein,refseq:NP_006588|refseq:NP_694881|refseq:XP_011541100,affinity chromatography technology,27684187,High throughput,BioGRID,,,
216,O15294,OGT,Homo sapiens (Human),Q15029,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component,refseq:NP_001136077|refseq:NP_001245282|refseq:NP_001245283|refseq:NP_004238,affinity chromatography technology,28515276,High throughput,BioGRID,,,
217,O15294,OGT,Homo sapiens (Human),Q9NWS0,PIH1D1,PIH1 domain-containing protein 1,refseq:NP_060386,affinity chromatography technology,28515276,High throughput,BioGRID,,,
218,Q8CGY8,OGT,Mus musculus (Mouse),Q9CQJ4,Rnf2,E3 ubiquitin-protein ligase RING2,refseq:NP_035407,affinity chromatography technology,22496869,High throughput,BioGRID,,,
219,O15294,OGT,Homo sapiens (Human),Q9H1M0,NUP62CL,Nucleoporin-62 C-terminal-like protein,refseq:NP_060151,affinity chromatography technology,26871637,High throughput,BioGRID,,,
220,O15294,OGT,Homo sapiens (Human),P35226,BMI1,Polycomb complex protein BMI-1,refseq:NP_001190991|refseq:NP_005171,affinity chromatography technology,28714959,Low throughput,BioGRID,,,
221,O15294,OGT,Homo sapiens (Human),Q92731,ESR2,Estrogen receptor beta,refseq:NP_001035365|refseq:NP_001201831|refseq:NP_001258805|refseq:NP_001258806|refseq:NP_001278641|refseq:NP_001278652|refseq:NP_001428|refseq:XP_016876568|refseq:XP_016876569|refseq:XP_016876570|refseq:XP_016876571|refseq:XP_016876572|refseq:XP_016876573,affinity chromatography technology,29509190,High throughput,BioGRID,,,
